ownership_type_id,organization_size_id,sk_nace_category_id,legal_form_id,municipality_id,district_id,region_id,id,cin,tin,corporate_body_name,city,street,postal_code,last_updated_on,established_on,consolidated,data_source,created_at,updated_at,deleted,terminated_on,sid,region_name,region_en,district_name,district_en,municipality,mun_en,legal_form,lf_en,sk_nace_category,nace_en,organization_size,os_en,ownership_type,ow_en,min_emp,max_emp,eu_tour,unwto_oecd_tour,adr
2,0,93110,112,526355,810,8,1928472,53225988,NULL,"MR-report, s. r. o.",Spišská Nová Ves,B. Němcovej 1552/10,5201,09/09/2020,15/08/2020,FALSE,SUSR,10/09/2020 02:21,10/09/2020 02:21,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,2,93110,112,526355,810,8,1884999,52816192,2121144938,Well Sun s. r. o.,Spišská Nová Ves,Duklianska 38,5201,16/07/2020,11/12/2019,FALSE,SUSR,04/07/2020 06:31,17/07/2020 02:01,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93110,701,526509,801,8,665441,35534435,NULL,Okresná rada Slovenskej asociácie športu na školách,Gelnica,Slovenská 6,5601,31/07/2017,11/11/1996,FALSE,SUSR,17/05/2016 22:53,01/08/2017 12:39,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,"Združenie (zväz,spolok)",Association,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93110,101,526355,810,8,1761533,51446901,1078442629,Martina Černíková Stiasni,Spišská Nová Ves,Kamenný obrázok 2906/13,5201,04/11/2020,01/03/2018,FALSE,SUSR,10/05/2018 02:40,05/11/2020 02:15,FALSE,2020-10-22,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,2,93110,112,526355,810,8,1563027,47938978,2024149589,2P STUDIO s.r.o.,Spišská Nová Ves,Svätoplukova 206/4,5201,09/05/2018,24/10/2014,FALSE,SUSR,17/05/2016 23:42,10/05/2018 02:26,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,1 zamestnanec,1 employees,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
8,2,93110,112,560154,810,8,556509,36212741,2021633526,JKD Slovakia s.r.o.,Smižany,Pavla Suržina 4/69,5311,31/07/2017,07/03/2002,FALSE,SUSR,17/05/2016 22:42,01/08/2017 11:12,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,1 zamestnanec,1 employees,Medzinárodné - súkromné,International-private,1,1,NULL,sport & recreation industries,NULL
2,0,93110,101,526355,810,8,1851338,52490289,NULL,Dávid Lesňák,Spišská Nová Ves,Banícka 1738/20,5201,05/08/2019,01/07/2019,FALSE,SUSR,06/08/2019 02:34,06/08/2019 02:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93110,112,543489,810,8,581129,36611425,2022201588,"SKI Centrum Poráčska Dolina, s.r.o.",Poráč,Poráčska Dolina,5323,29/12/2015,20/06/2006,FALSE,SUSR,17/05/2016 22:45,31/08/2019 19:27,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Poráč,Poráč,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
6,0,93110,701,543331,810,8,669437,35510102,2021358933,Klub biatlonu Markušovce,Markušovce,Slovenská 17,5321,31/07/2017,25/07/1990,FALSE,SUSR,17/05/2016 22:54,01/08/2017 12:42,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Markušovce,Markušovce,"Združenie (zväz,spolok)",Association,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93110,112,526355,810,8,1902783,52961621,NULL,FTP Consulting s. r. o.,Spišská Nová Ves,Mlynská 39,5201,07/04/2020,26/02/2020,FALSE,SUSR,12/05/2020 20:38,12/05/2020 20:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,0,93110,101,526355,810,8,1842977,52397246,NULL,Lenka Hudáková,Spišská Nová Ves,E. M. Šoltésovej 2763/5,5201,03/06/2019,02/05/2019,FALSE,SUSR,04/06/2019 02:12,04/06/2019 02:12,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93110,701,526355,810,8,151809,31976786,NULL,Základná organizácia Technických športov a činnosti Spišská Nová Ves,Spišská Nová Ves,Odborárov 18,5201,31/07/2017,10/09/1992,FALSE,SUSR,17/05/2016 22:02,01/08/2017 04:12,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
5,12,93110,331,526355,810,8,669209,35514035,2020504398,Správa telovýchovných zariadení,Spišská Nová Ves,Za Hornádom 898/15,5201,03/07/2020,01/01/1996,FALSE,SUSR,17/05/2016 22:54,04/07/2020 04:05,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Príspevková organizácia,Org.based on contrib.,Prevádzka šport.zar.,Operat.of sports facilit,50-99 zamestnancov,50-99 employees,Vlast.územnej samosprávy,Municipality-owned,50,99,NULL,sport & recreation industries,NULL
2,0,93110,112,526355,810,8,1907809,53036379,NULL,KinezioSport s.r.o.,Spišská Nová Ves,Banícka 25,5201,11/05/2020,21/04/2020,FALSE,SUSR,12/05/2020 19:31,12/05/2020 19:31,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,1,93110,112,526355,810,8,306728,17081076,2020727203,"BRODOK, spol. s r.o.",Spišská Nová Ves,Podunajská 14,5201,04/04/2019,22/08/1991,FALSE,SUSR,17/05/2016 22:18,05/04/2019 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,0,93110,101,525634,808,8,1570056,47996358,NULL,František Demko - EDITKA,Dobšiná,Budovateľská 953,4925,31/07/2017,11/12/2014,FALSE,SUSR,17/05/2016 23:43,01/08/2017 18:14,FALSE,2016-12-07,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93110,701,526355,810,8,667297,35531908,NULL,Základná organizácia technických športov TSM Spišská Nová Ves,Spišská Nová Ves,F.Urbánka 65,5201,31/07/2017,06/12/1991,FALSE,SUSR,17/05/2016 22:53,01/08/2017 12:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93110,112,543331,810,8,1686682,50655302,2120575193,"LifeRoad, s.r.o.",Markušovce,Bystrá 17/1,5321,27/02/2018,02/03/2017,FALSE,SUSR,13/04/2017 02:17,28/02/2018 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Markušovce,Markušovce,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,0,93110,112,560154,810,8,1123915,46203052,2023286562,"SQC, s.r.o.",Smižany,Mlynská 15,5311,31/07/2017,15/06/2011,FALSE,SUSR,17/05/2016 23:21,01/08/2017 15:45,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
6,0,93110,701,526355,810,8,167401,31956441,NULL,Športový klub KICKBOX U.S.CONTACT,Spišská Nová Ves,Spišská Nová Ves,5201,29/12/2015,25/02/1994,FALSE,SUSR,17/05/2016 22:04,01/09/2019 14:46,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93110,101,526355,810,8,1857975,52433081,NULL,Igor Smorada,Spišská Nová Ves,Trieda 1. mája 2224/39,5205,05/08/2019,01/06/2019,FALSE,SUSR,06/08/2019 02:40,06/08/2019 02:40,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93110,112,526509,801,8,770154,44650426,2022778153,TARTAN s.r.o.,Gelnica,Záhradná 2,5601,03/11/2017,17/03/2009,FALSE,SUSR,17/05/2016 23:03,04/11/2017 19:02,FALSE,2017-10-20,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,1,93110,101,526355,810,8,1209977,46748199,1047129171,Pavol Kubus,Spišská Nová Ves,Štúrovo nábrežie 2492/10,5201,31/07/2017,01/07/2012,FALSE,SUSR,17/05/2016 23:27,01/08/2017 16:21,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,0 zamestnancov,0 employees,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,4,93110,112,526355,810,8,1038197,45555737,2023039535,EMKOB s.r.o.,Spišská Nová Ves,Tkáčska 2697/2,5201,30/10/2020,25/05/2010,FALSE,SUSR,17/05/2016 23:12,31/10/2020 04:42,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,3-4 zamestnanci,3-4 employees,Súkromné tuzemské,Private inland,3,4,NULL,sport & recreation industries,NULL
2,0,93110,112,526355,810,8,1226520,46670564,2023506749,"ADRENALIN SPIŠ, s.r.o.",Spišská Nová Ves,Čsl. armády 1564/21,5201,31/07/2017,03/05/2012,FALSE,SUSR,17/05/2016 23:29,01/08/2017 16:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
6,0,93110,701,526509,801,8,181154,31959351,2021301249,Hokejový klub Slovan Gelnica,Gelnica,Športová 36,5601,31/07/2017,12/05/1994,FALSE,SUSR,17/05/2016 22:05,01/08/2017 06:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,"Združenie (zväz,spolok)",Association,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93110,112,526355,810,8,367194,36181994,2020033180,"SKILAB, s.r.o.",Spišská Nová Ves,Radlinského 17A,5201,14/02/2018,19/01/1998,FALSE,SUSR,17/05/2016 22:24,15/02/2018 02:18,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spol. s r. o.,Limited liability comp.,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,0,93110,101,526355,810,8,1854789,52431720,1071616755,Zuzana Milčáková,Spišská Nová Ves,Slovenská 2559/34,5201,07/08/2020,01/06/2019,FALSE,SUSR,06/08/2019 02:37,08/08/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Prevádzka šport.zar.,Operat.of sports facilit,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1855929,51542081,NULL,Ing. Ivan Hudák,Spišská Nová Ves,E. M. Šoltésovej 2763/5,5201,05/08/2019,15/03/2018,FALSE,SUSR,06/08/2019 02:38,06/08/2019 02:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93190,701,526355,810,8,1237713,42247802,2023728036,Spišský horolezecko-vysokohorský spolok TATERNICI,Spišská Nová Ves,Koceľová 23/47,5201,31/07/2017,29/02/2012,FALSE,SUSR,17/05/2016 23:31,01/08/2017 16:42,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Ost.športové čin.,Other sports activities,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93190,112,560154,810,8,1837421,52327639,2120976165,ENJOY SPORTS s. r. o.,Smižany,Námestie M. Pajdušáka 59/32,5311,05/06/2020,04/04/2019,FALSE,SUSR,07/05/2019 02:09,05/06/2020 02:00,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Smižany,Smižany,Spol. s r. o.,Limited liability comp.,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,0,0,NULL,sport & recreation industries,NULL
2,0,93190,101,526509,801,8,1116336,46321799,1080396878,Mgr. Gabriel Loja,Gelnica,Záhradná 1341/1,5601,12/03/2018,01/09/2011,FALSE,SUSR,17/05/2016 23:20,17/03/2018 09:15,FALSE,2016-01-01,NULL,Košický kraj,Region of Košice,Gelnica,Gelnica,Gelnica,Gelnica,Živnostník,Entrepreneur,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,109,526355,810,8,1870788,50902237,NULL,Mgr. Lukáš Plešavský,Spišská Nová Ves,Štúrovo nábrežie 2366/12,5205,22/10/2019,01/01/2017,FALSE,SUSR,29/10/2019 15:53,29/10/2019 15:53,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živ.a sl.povolanie,"Entrep,freelance ocup.",Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,2,93190,701,526355,810,8,434692,30688060,2021370362,Slovenský rýchlokorčuliarsky zväz,Spišská Nová Ves,Za Hornádom 898/15,5201,05/11/2018,23/06/1997,FALSE,SUSR,17/05/2016 22:31,06/11/2018 02:03,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Ost.športové čin.,Other sports activities,1 zamestnanec,1 employees,"Združ.,p.strany,cirkvi",Ownership of associat.,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1603806,48226998,NULL,Mgr. Vladimír Hudáček,Spišská Nová Ves,Trieda 1. mája 2223/25,5205,22/10/2019,01/07/2015,FALSE,SUSR,17/05/2016 23:46,29/10/2019 11:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,525634,808,8,1855471,52039030,NULL,Mgr. Martina Leskovjanská,Dobšiná,Vlčia Dolina 957/7,4925,05/08/2019,24/10/2018,FALSE,SUSR,06/08/2019 02:38,06/08/2019 02:38,FALSE,NULL,NULL,Košický kraj,Region of Košice,Rožňava,Rožňava,Dobšiná,Dobšiná,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,101,526355,810,8,786202,44657544,1077742248,Mgr. Martin Šiška,Spišská Nová Ves,Letecká 1404/64,5201,12/03/2018,01/03/2009,FALSE,SUSR,17/05/2016 23:05,17/03/2018 01:38,FALSE,2017-08-01,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1937149,53374304,NULL,Mgr. Alexander Augustin,Spišská Nová Ves,Zimná 2549/110,5201,04/11/2020,19/10/2020,FALSE,SUSR,05/11/2020 02:20,05/11/2020 02:20,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93190,701,526355,810,8,1738535,51234700,NULL,Slovenský futsal - Východoregión,Spišská Nová Ves,Chrapčiakova 684/24,5201,03/07/2018,20/12/2017,FALSE,SUSR,15/02/2018 03:18,04/07/2018 02:22,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Ost.športové čin.,Other sports activities,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1941025,53357019,NULL,Miroslav Čmeľ,Spišská Nová Ves,Moravská 2566/3,5201,04/11/2020,05/10/2020,FALSE,SUSR,05/11/2020 02:24,05/11/2020 02:24,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,101,526355,810,8,457558,37476033,1043257193,Vanda Urbanová,Spišská Nová Ves,Hutnícka 2714/12,5201,31/07/2017,03/10/2000,FALSE,SUSR,17/05/2016 22:33,01/08/2017 09:53,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,101,526355,810,8,222955,37704851,1023590667,Jozef Petrovič,Spišská Nová Ves,Filinského cesta 3077/9,5201,31/07/2017,18/03/1997,FALSE,SUSR,17/05/2016 22:10,01/08/2017 06:53,FALSE,2011-07-22,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1942848,53392701,NULL,Mgr. Tomáš Hrušovský,Spišská Nová Ves,Kolárska 2691/3,5201,04/11/2020,20/10/2020,FALSE,SUSR,05/11/2020 02:25,05/11/2020 02:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93190,701,526355,810,8,1097759,42244871,2023373869,MR Autosport Rallye Team,Spišská Nová Ves,Duklianska 2709/58,5201,31/07/2017,26/10/2011,FALSE,SUSR,17/05/2016 23:16,01/08/2017 15:25,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Ost.športové čin.,Other sports activities,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93190,109,526355,810,8,739700,44321121,1080171290,Mgr. Pavol Mlynár,Spišská Nová Ves,Trieda 1. mája 2500/53,5201,22/10/2019,01/01/2017,FALSE,SUSR,17/05/2016 23:00,29/10/2019 02:49,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živ.a sl.povolanie,"Entrep,freelance ocup.",Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
6,0,93190,701,526355,810,8,1727439,51147726,NULL,S & F Sport,Spišská Nová Ves,Strojnícka 2/18,5201,03/11/2017,05/10/2017,FALSE,SUSR,04/11/2017 19:08,04/11/2017 19:08,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,"Združenie (zväz,spolok)",Association,Ost.športové čin.,Other sports activities,nezistený,unknown,"Združ.,p.strany,cirkvi",Ownership of associat.,0,0,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1944799,53417810,NULL,Jaroslav Jurek,Spišská Nová Ves,Medza 3446/12,5201,07/12/2020,02/11/2020,FALSE,SUSR,08/12/2020 02:39,08/12/2020 02:39,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1875410,52741214,NULL,Denis Novák,Spišská Nová Ves,Borovského 1522/9,5201,05/11/2019,21/10/2019,FALSE,SUSR,06/11/2019 02:08,06/11/2019 02:08,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1856551,52017346,NULL,Šimon Spišák,Spišská Nová Ves,Koceľova 1207/4,5201,05/08/2019,12/10/2018,FALSE,SUSR,06/08/2019 02:39,06/08/2019 02:39,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,101,526355,810,8,238554,37705971,NULL,Samuel Polomský,Spišská Nová Ves,Kollárova 34,5201,31/07/2017,15/11/2001,FALSE,SUSR,17/05/2016 22:11,01/08/2017 07:05,FALSE,2009-03-24,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Živnostník,Entrepreneur,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
2,0,93190,105,526355,810,8,1851647,52451950,NULL,Veronika Škovranová,Spišská Nová Ves,Štúrovo nábrežie 2061/2,5205,05/08/2019,29/05/2019,FALSE,SUSR,06/08/2019 02:34,06/08/2019 02:34,FALSE,NULL,NULL,Košický kraj,Region of Košice,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,Spišská Nová Ves,FO-slob.povolanie,Freelance occupation,Ost.športové čin.,Other sports activities,nezistený,unknown,Súkromné tuzemské,Private inland,1,1,NULL,sport & recreation industries,NULL
